#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_007606.1	792992	793795	+	3799472	-	SDY_0850	YP_402520.1	267	-	insertion sequence element IS600 integrase core domain-containing protein
chr	NC_007606.1	795138	799652	+	3799474	yfaSR	SDY_0852	YP_402521.1	1504	-	large extracellular alpha-helical protein
chr	NC_007606.1	799653	801302	+	3799475	-	SDY_0853	YP_402522.1	549	-	hypothetical protein SDY_0853
chr	NC_007606.1	802357	805206	+	3799652	rcsC	SDY_0856	YP_402525.2	949	-	hybrid sensory kinase in two-component regulatory system with RcsB and YojN
chr	NC_007606.1	805406	806056	-	3799653	rcsB	SDY_0857	YP_402526.1	216	-	transcriptional regulator RcsB
chr	NC_007606.1	806073	808745	-	3799654	yojN	SDY_0858	YP_402527.1	890	-	phosphotransfer intermediate protein in two-component regulatory system with RcsBC
chr	NC_007606.1	809182	809577	-	3799655	-	SDY_0859	YP_402528.1	131	-	insertion element iso-IS1n protein InsB
chr	NC_007606.1	809604	809876	-	18262979	-	SDY_0861a	YP_009000665.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	810258	811385	+	3799657	ompC	SDY_0861	YP_402530.1	375	-	porin
chr	NC_007606.1	811497	812552	+	3799658	yojL	SDY_0862	YP_402531.1	351	-	thiamine biosynthesis lipoprotein ApbE
chr	NC_007606.1	812626	813690	+	3799659	ada	SDY_0863	YP_402532.1	354	-	O6-methylguanine-DNA methyltransferase
chr	NC_007606.1	813690	814340	+	3799660	alkB	SDY_0864	YP_402533.1	216	-	DNA repair system specific for alkylated DNA
chr	NC_007606.1	814416	816059	+	3799661	yojI	SDY_0865	YP_402534.1	547	-	multidrug transporter membrane protein/ATP-binding protein
chr	NC_007606.1	816277	817923	+	3799662	yojH	SDY_0866	YP_402535.1	548	-	malate:quinone oxidoreductase
chr	NC_007606.1	818619	819395	-	3799663	-	SDY_0867	YP_402536.1	258	-	insertion sequence element IS600 integrase core domain-containing protein
chr	NC_007606.1	819536	819838	-	3799664	-	SDY_0868	YP_402537.1	100	-	insertion sequence element IS600 transposase
chr	NC_007606.1	820463	820957	+	3799666	napF	SDY_0870	YP_402538.1	164	-	ferredoxin-type protein
chr	NC_007606.1	820947	821210	+	3799667	napD	SDY_0871	YP_402539.1	87	-	assembly protein for periplasmic nitrate reductase
chr	NC_007606.1	821207	823693	+	3799668	napA	SDY_0872	YP_402540.1	828	-	nitrate reductase catalytic subunit
chr	NC_007606.1	823700	824395	+	3799669	napG	SDY_0873	YP_402541.1	231	-	quinol dehydrogenase periplasmic subunit
chr	NC_007606.1	824382	825245	+	3799670	napH	SDY_0874	YP_402542.1	287	-	quinol dehydrogenase membrane subunit
chr	NC_007606.1	825242	825691	+	3799671	napB	SDY_0875	YP_402543.2	149	-	citrate reductase cytochrome c-type subunit
chr	NC_007606.1	825701	826303	+	3796881	napC	SDY_0876	YP_402544.1	200	-	cytochrome c-type protein NapC
chr	NC_007606.1	826322	826939	+	3796882	ccmA	SDY_0877	YP_402545.1	205	-	cytochrome c biogenesis protein CcmA
chr	NC_007606.1	826936	827598	+	3796883	ccmB	SDY_0878	YP_402546.1	220	-	heme exporter protein B
chr	NC_007606.1	827640	828377	+	3796884	ccmC	SDY_0879	YP_402547.1	245	-	heme exporter protein C
chr	NC_007606.1	828374	828583	+	3796885	ccmD	SDY_0880	YP_402548.1	69	-	heme exporter protein C
chr	NC_007606.1	828580	829059	+	3796886	ccmE	SDY_0881	YP_402549.1	159	-	cytochrome c-type biogenesis protein CcmE
chr	NC_007606.1	829056	830999	+	3796887	ccmF	SDY_0882	YP_402550.1	647	-	cytochrome c-type biogenesis protein
chr	NC_007606.1	830996	831553	+	3796888	dsbE	SDY_0883	YP_402551.1	185	-	disulfide oxidoreductase
chr	NC_007606.1	831550	832602	+	3796889	ccmH	SDY_0884	YP_402552.1	350	-	subunit of heme lyase
chr	NC_007606.1	832813	833460	-	3796890	narP	SDY_0885	YP_402553.1	215	-	transcriptional regulator NarP
chr	NC_007606.1	834089	834484	-	3796891	-	SDY_0886	YP_402554.1	131	-	insertion element iso-IS1n protein InsB
chr	NC_007606.1	834511	834783	-	18262980	-	SDY_0886a	YP_009000666.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	835389	835664	-	3796893	insA	SDY_0888	YP_402556.1	91	-	insertion element IS1 protein InsA
chr	NC_007606.1	835867	837921	+	3796894	yejO	SDY_0889	YP_402557.1	684	-	ATPase
chr	NC_007606.1	838174	839934	-	3796896	yejM	SDY_0891	YP_402558.1	586	-	sulfatase
chr	NC_007606.1	839954	840181	-	3796897	yejL	SDY_0892	YP_402559.1	75	-	hypothetical protein SDY_0892
chr	NC_007606.1	840363	841370	+	3796898	yejK	SDY_0893	YP_402560.1	335	-	nucleoid-associated protein NdpA
chr	NC_007606.1	841509	841793	-	3799304	rplY	SDY_0894	YP_402561.1	94	-	50S ribosomal protein L25
chr	NC_007606.1	841918	843678	-	3799305	yejH	SDY_0895	YP_402562.1	586	-	ATP-dependent helicase
chr	NC_007606.1	843828	844523	+	3799306	rsuA	SDY_0896	YP_402563.1	231	-	16S rRNA pseudouridylate synthase A
chr	NC_007606.1	844551	845741	+	3799307	bcr	SDY_0897	YP_402564.1	396	-	bicyclomycin/multidrug efflux system protein
chr	NC_007606.1	846074	846418	+	3799308	yejG	SDY_0898	YP_402565.1	114	-	hypothetical protein SDY_0898
chr	NC_007606.1	846422	848011	-	3799309	yejF	SDY_0899	YP_402566.1	529	-	ATPase
chr	NC_007606.1	848013	849038	-	3799310	yejE	SDY_0900	YP_402567.1	341	-	transport system permease
chr	NC_007606.1	849038	850132	-	3799311	yejB	SDY_0901	YP_402568.1	364	-	transport system permease
chr	NC_007606.1	850133	851947	-	3799312	yejA	SDY_0902	YP_402569.2	604	-	hypothetical protein SDY_0902
chr	NC_007606.1	852029	853585	-	3799313	rtn	SDY_0903	YP_402570.1	518	-	hypothetical protein SDY_0903
chr	NC_007606.1	853766	854332	-	3799314	spr	SDY_0904	YP_402571.1	188	-	outer membrane lipoprotein
chr	NC_007606.1	854744	855493	-	3799315	-	SDY_0905	YP_402572.1	249	-	hypothetical protein SDY_0905
chr	NC_007606.1	855496	856482	-	3799316	yeiR	SDY_0906	YP_402573.1	328	-	hypothetical protein SDY_0906
chr	NC_007606.1	858289	858861	-	3799318	yeiP	SDY_0908	YP_402575.2	190	-	elongation factor P
chr	NC_007606.1	859016	859270	+	18262981	-	SDY_0907a	YP_009000667.1	84	-	hypothetical protein SDY_0907a
chr	NC_007606.1	859267	860448	-	3799319	yeiO	SDY_0909	YP_402576.1	393	-	transporter
chr	NC_007606.1	860588	860803	-	3799320	-	SDY_0910	YP_402577.1	71	-	insertion element iso-IS1n protein InsB
chr	NC_007606.1	861009	861281	-	18262982	-	SDY_0912a	YP_009000668.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	861552	862385	+	3799322	-	SDY_0912	YP_402579.1	277	-	hypothetical protein SDY_0912
chr	NC_007606.1	862481	862753	+	18262983	-	SDY_0913a	YP_009000669.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	862959	863174	+	3799323	-	SDY_0913	YP_402580.1	71	-	insertion element iso-IS1n protein InsB
chr	NC_007606.1	863152	864219	+	3799615	-	SDY_0914	YP_402581.1	355	-	FimH-like protein
chr	NC_007606.1	864263	864772	+	3799616	-	SDY_0915	YP_402582.1	169	-	fimbrial-like protein
chr	NC_007606.1	864732	865295	+	3799617	-	SDY_0916	YP_402583.1	187	-	fimbrial-like protein
chr	NC_007606.1	865261	865998	+	3799618	ycbF	SDY_0917	YP_402584.1	245	-	pili assembly chaperone
chr	NC_007606.1	866109	867119	+	3799619	pyrD	SDY_0918	YP_402585.1	336	-	dihydroorotate dehydrogenase 2
chr	NC_007606.1	867257	867835	+	3799620	ycbW	SDY_0919	YP_402586.1	192	-	hypothetical protein SDY_0919
chr	NC_007606.1	867832	868941	-	3799621	-	SDY_0920	YP_402587.1	369	-	hypothetical protein SDY_0920
chr	NC_007606.1	869185	871293	+	3799622	rlmL	SDY_0921	YP_402588.1	702	-	23S rRNA m(2)G2445 methyltransferase
chr	NC_007606.1	871305	873212	+	3799623	uup	SDY_0922	YP_402589.1	635	-	ABC transporter ATPase
chr	NC_007606.1	873342	874595	+	3799624	pqiA	SDY_0923	YP_402590.1	417	-	paraquat-inducible protein A
chr	NC_007606.1	874600	876240	+	3799625	pqiB	SDY_0924	YP_402591.1	546	-	paraquat-inducible protein B
chr	NC_007606.1	876252	876800	+	3799626	ymbA	SDY_0925	YP_402592.1	182	-	hypothetical protein SDY_0925
chr	NC_007606.1	877056	877223	+	3799627	rmf	SDY_0926	YP_402593.1	55	-	ribosome modulation factor
chr	NC_007606.1	877293	877811	-	3799628	fabA	SDY_0927	YP_402594.1	172	-	3-hydroxydecanoyl-ACP dehydratase
chr	NC_007606.1	879851	880303	+	3799630	ycbG	SDY_0929	YP_402595.1	150	-	hypothetical protein SDY_0929
chr	NC_007606.1	880379	881431	-	3799631	ompA	SDY_0930	YP_402596.1	350	-	outer membrane protein OmpA
chr	NC_007606.1	882087	882389	+	3799632	-	SDY_0931	YP_402597.1	100	-	insertion sequence element IS600 transposase
chr	NC_007606.1	882530	883315	+	3799633	-	SDY_0932	YP_402598.1	261	-	insertion sequence element IS600 integrase core domain-containing protein
chr	NC_007606.1	883786	884415	+	3798487	-	SDY_0934	YP_402599.1	209	-	hypothetical protein SDY_0934
chr	NC_007606.1	884378	886540	-	3798488	-	SDY_0935	YP_402600.1	720	-	hypothetical protein SDY_0935
chr	NC_007606.1	886550	886996	-	3798489	yccF	SDY_0936	YP_402601.1	148	-	hypothetical protein SDY_0936
chr	NC_007606.1	887119	889173	+	3798490	helD	SDY_0937	YP_402602.1	684	-	DNA helicase IV
chr	NC_007606.1	889205	889663	-	3798491	mgsA	SDY_0938	YP_402603.2	152	-	methylglyoxal synthase
chr	NC_007606.1	889759	890421	-	3798492	-	SDY_0939	YP_402604.1	220	-	hypothetical protein SDY_0939
chr	NC_007606.1	890513	891007	+	3798493	-	SDY_0940	YP_402605.1	164	-	hypothetical protein SDY_0940
chr	NC_007606.1	891052	891420	-	3798494	yccV	SDY_0941	YP_402606.1	122	-	hypothetical protein SDY_0941
chr	NC_007606.1	891427	892623	-	3798495	yccW	SDY_0942	YP_402607.1	398	-	hypothetical protein SDY_0942
chr	NC_007606.1	892718	892996	+	3798496	-	SDY_0943	YP_402608.1	92	-	hypothetical protein SDY_0943
chr	NC_007606.1	892993	893322	-	3798497	yccK	SDY_0944	YP_402609.2	109	-	sulfur transfer protein TusE
chr	NC_007606.1	893413	894072	-	3798498	yccA	SDY_0945	YP_402610.1	219	-	hypothetical protein SDY_0945
chr	NC_007606.1	894797	895915	+	3798500	hyaA	SDY_0947	YP_402611.1	372	-	hydrogenase-1 small subunit
chr	NC_007606.1	897710	898417	+	3798502	hyaC	SDY_0949	YP_402613.1	235	-	hydrogenase 1 b-type cytochrome subunit
chr	NC_007606.1	898414	899001	+	3798503	hyaD	SDY_0950	YP_402614.1	195	-	hydrogenase 1 maturation protease
chr	NC_007606.1	898998	899396	+	3798504	hyaE	SDY_0951	YP_402615.1	132	-	hydrogenase-1 operon protein HyaE
chr	NC_007606.1	900384	901928	+	3798729	appC	SDY_0953	YP_402616.1	514	-	cytochrome bd-II oxidase subunit I
chr	NC_007606.1	901940	903076	+	3798730	appB	SDY_0954	YP_402617.1	378	-	cytochrome bd-II oxidase subunit II
chr	NC_007606.1	903089	903181	+	3798731	yccB	SDY_0955	YP_402618.1	30	-	hypothetical protein SDY_0955
chr	NC_007606.1	903261	904565	+	3798732	appA	SDY_0956	YP_402619.1	434	-	phosphoanhydride phosphorylase
chr	NC_007606.1	904685	906865	-	3798733	yccC	SDY_0957	YP_402620.1	726	-	cryptic autophosphorylating protein tyrosine kinase Etk
chr	NC_007606.1	906885	907331	-	3798734	etp	SDY_0958	YP_402621.2	148	-	phosphotyrosine-protein phosphatase
chr	NC_007606.1	907319	908458	-	3798735	yccZ	SDY_0959	YP_402622.1	379	-	function in exopolysaccharide production
chr	NC_007606.1	908504	910600	-	3798736	ymcA	SDY_0960	YP_402623.1	698	-	hypothetical protein SDY_0960
chr	NC_007606.1	910600	911346	-	3798737	ymcB	SDY_0961	YP_402624.1	248	-	hypothetical protein SDY_0961
chr	NC_007606.1	911343	911987	-	3798738	ymcC	SDY_0962	YP_402625.1	214	-	regulator
chr	NC_007606.1	912094	912417	-	3798739	ymcD	SDY_0963	YP_402626.1	107	-	hypothetical protein SDY_0963
chr	NC_007606.1	912841	913053	-	3798740	cspH	SDY_0964	YP_402627.1	70	-	cold shock-like protein
chr	NC_007606.1	913330	913725	-	3798741	-	SDY_0965	YP_402628.1	131	-	insertion element iso-IS1n protein InsB
chr	NC_007606.1	913752	914024	-	18262984	-	SDY_0965a	YP_009000670.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	914060	914620	-	3798742	yccM	SDY_0966	YP_402629.1	186	-	hypothetical protein SDY_0966
chr	NC_007606.1	917512	918540	+	3798744	torT	SDY_0968	YP_402630.1	342	-	TMAO reductase system periplasmic protein TorT
chr	NC_007606.1	918513	919205	-	3798745	torR	SDY_0969	YP_402631.1	230	-	DNA-binding transcriptional regulator TorR
chr	NC_007606.1	922989	923588	+	3797068	torD	SDY_0972	YP_402632.1	199	-	chaperone protein TorD
chr	NC_007606.1	923740	924045	-	3797069	yccD	SDY_0973	YP_402633.1	101	-	chaperone-modulator protein CbpM
chr	NC_007606.1	924045	924965	-	3797070	cbpA	SDY_0974	YP_402634.1	306	-	curved DNA-binding protein CbpA
chr	NC_007606.1	925232	925504	+	18262985	-	SDY_0974a	YP_009000671.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	925531	925815	+	3797071	-	SDY_0975	YP_009000672.1	94	-	hypothetical protein SDY_0975
chr	NC_007606.1	925809	926186	-	3797072	insB	SDY_0976	YP_402636.1	125	-	insertion element iso-IS1d protein InsB
chr	NC_007606.1	927854	929095	+	3797074	agp	SDY_0978	YP_402638.1	413	-	glucose-1-phosphatase/inositol phosphatase
chr	NC_007606.1	929133	929360	-	3797075	yccJ	SDY_0979	YP_402639.1	75	-	hypothetical protein SDY_0979
chr	NC_007606.1	929381	929977	-	3797076	wrbA	SDY_0980	YP_402640.1	198	-	TrpR binding protein WrbA
chr	NC_007606.1	930350	930523	+	18262986	-	SDY_0980a	YP_009000673.1	57	-	hypothetical protein SDY_0980a
chr	NC_007606.1	930606	932000	-	3797077	ycdG	SDY_0981	YP_402641.1	464	-	transport protein
chr	NC_007606.1	931955	932413	-	3797078	-	SDY_0982	YP_402642.1	152	-	hypothetical protein SDY_0982
chr	NC_007606.1	932460	933050	-	3797079	-	SDY_0983	YP_402643.1	196	-	hypothetical protein SDY_0983
chr	NC_007606.1	933060	933734	-	3797080	-	SDY_0984	YP_402644.1	224	-	acetyltransferase
chr	NC_007606.1	933742	934128	-	3797081	-	SDY_0985	YP_402645.1	128	-	hypothetical protein SDY_0985
chr	NC_007606.1	934832	935980	-	3797083	-	SDY_0987	YP_402646.1	382	-	hypothetical protein SDY_0987
chr	NC_007606.1	936212	936850	+	3797084	ycdC	SDY_0988	YP_402647.1	212	-	tet operon regulator
chr	NC_007606.1	941275	942783	+	3797125	putP	SDY_0990	YP_402648.1	502	-	major sodium/proline symporter
chr	NC_007606.1	944740	945015	+	3797128	insA	SDY_0993	YP_402651.1	91	-	insertion element IS1 protein InsA
chr	NC_007606.1	945060	945437	+	3797129	insB	SDY_0994	YP_402652.1	125	-	insertion element iso-IS1d protein InsB
chr	NC_007606.1	945759	946031	-	18262987	-	SDY_0995a	YP_009000674.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	946490	946879	+	3797132	csgE	SDY_0997	YP_402654.1	129	-	curli assembly protein CsgE
chr	NC_007606.1	946904	947320	+	3797133	csgF	SDY_0998	YP_402655.1	138	-	curli assembly protein CsgF
chr	NC_007606.1	947347	948180	+	3797134	csgG	SDY_0999	YP_402656.1	277	-	curli production assembly/transport protein
chr	NC_007606.1	948272	948544	+	18262988	-	SDY_0999a	YP_009000675.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	948571	948966	+	3797135	-	SDY_1000	YP_402657.1	131	-	insertion element iso-IS1n protein InsB
chr	NC_007606.1	949018	949557	-	3797136	ycdZ	SDY_1001	YP_402658.1	179	-	hypothetical protein SDY_1001
chr	NC_007606.1	949611	950165	-	3797137	ycdY	SDY_1002	YP_402659.1	184	-	oxidoreductase
chr	NC_007606.1	950189	950926	-	3797138	ycdX	SDY_1003	YP_402660.1	245	-	hydrolase
chr	NC_007606.1	950981	951958	-	3797139	ycdW	SDY_1004	YP_402661.1	325	-	dehydrogenase
chr	NC_007606.1	952390	953232	-	3797141	-	SDY_1006	YP_402662.1	280	-	hypothetical protein SDY_1006
chr	NC_007606.1	953329	953526	-	3797142	-	SDY_1007	YP_402663.1	65	-	hypothetical protein SDY_1007
chr	NC_007606.1	953538	954029	-	3797163	-	SDY_1008	YP_402664.1	163	-	hypothetical protein SDY_1008
chr	NC_007606.1	954026	954400	-	3797164	yeeV	SDY_1009	YP_402665.1	124	-	hypothetical protein SDY_1009
chr	NC_007606.1	954447	954824	-	3797165	yeeU	SDY_1010	YP_402666.1	125	-	structural protein
chr	NC_007606.1	954874	955518	-	3797166	-	SDY_1011	YP_402667.1	214	-	hypothetical protein SDY_1011
chr	NC_007606.1	955537	955758	-	3797167	yeeT	SDY_1012	YP_402668.1	73	-	hypothetical protein SDY_1012
chr	NC_007606.1	955827	956279	-	3797168	-	SDY_1013	YP_402669.1	150	-	radC-like protein YeeS
chr	NC_007606.1	956295	956840	-	3797169	-	SDY_1014	YP_402670.1	181	-	hypothetical protein SDY_1014
chr	NC_007606.1	957048	957869	-	3797170	-	SDY_1015	YP_402671.1	273	-	hypothetical protein SDY_1015
chr	NC_007606.1	958263	958526	-	3797171	-	SDY_1016	YP_402672.1	87	-	hypothetical protein SDY_1016
chr	NC_007606.1	959177	959644	-	3797172	-	SDY_1017	YP_402673.1	155	-	hypothetical protein SDY_1017
chr	NC_007606.1	960581	961423	+	3797173	-	SDY_1018	YP_402674.1	280	-	insertion sequence element IS600 integrase core domain-containing protein
chr	NC_007606.1	961257	962162	-	3797174	-	SDY_1019	YP_402675.2	301	-	insertion element IS2 transposase InsD
chr	NC_007606.1	962120	962485	-	3797175	-	SDY_1020	YP_402676.1	121	-	insertion sequence element IS2 repressor TnpA
chr	NC_007606.1	963197	963592	-	3797176	-	SDY_1021	YP_402677.1	131	-	insertion element iso-IS1n protein InsB
chr	NC_007606.1	963619	963891	-	18262989	-	SDY_1021a	YP_009000676.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	963985	966162	+	3797177	iroN	SDY_1022	YP_402678.1	725	-	outer membrane receptor FepA
chr	NC_007606.1	966207	967163	-	3797178	iroE	SDY_1023	YP_402679.1	318	-	hypothetical protein SDY_1023
chr	NC_007606.1	967248	968477	-	3797179	iroD	SDY_1024	YP_402680.1	409	-	ferric enterochelin esterase
chr	NC_007606.1	968581	972240	-	3797180	iroC	SDY_1025	YP_402681.1	1219	-	ABC transporter protein
chr	NC_007606.1	972380	973495	-	3797181	iroB	SDY_1026	YP_402682.1	371	-	glycosyl transferase
chr	NC_007606.1	975122	975424	-	3796806	-	SDY_1030	YP_402686.1	100	-	insertion sequence element IS911 transposase InsN
chr	NC_007606.1	976057	976452	-	3796807	-	SDY_1031	YP_402687.1	131	-	insertion element IS1 protein InsB
chr	NC_007606.1	976479	976751	-	18262990	-	SDY_1031a	YP_009000677.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	977103	977753	-	3796809	-	SDY_1033	YP_402689.1	216	-	hypothetical protein SDY_1033
chr	NC_007606.1	978010	978645	-	3796810	-	SDY_1034	YP_402690.1	211	-	sulfite oxidase subunit YedZ
chr	NC_007606.1	978646	979650	-	3796811	-	SDY_1035	YP_402691.1	334	-	sulfite oxidase subunit YedY
chr	NC_007606.1	979876	980271	-	3796812	-	SDY_1036	YP_402692.1	131	-	insertion element IS1 protein InsB
chr	NC_007606.1	980298	980570	-	18262991	-	SDY_1038a	YP_009000678.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	980610	980936	-	3796814	-	SDY_1038	YP_402694.1	108	-	hypothetical protein SDY_1038
chr	NC_007606.1	981069	981719	+	3796815	yedW	SDY_1039	YP_402695.2	216	-	transcriptional regulator YedW
chr	NC_007606.1	981694	982089	-	3796816	-	SDY_1040	YP_402696.1	131	-	insertion element iso-IS1n protein InsB
chr	NC_007606.1	982116	982388	-	18262992	-	SDY_1042a	YP_009000679.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	982511	982894	+	3796818	-	SDY_1042	YP_402698.1	127	-	hypothetical protein SDY_1042
chr	NC_007606.1	983685	985103	+	3796821	dcm	SDY_1045	YP_402701.1	472	-	DNA cytosine methylase
chr	NC_007606.1	985084	985554	+	3796822	vsr	SDY_1046	YP_402702.1	156	-	DNA mismatch endonuclease
chr	NC_007606.1	985543	986463	-	3796728	yedA	SDY_1047	YP_402703.1	306	-	hypothetical protein SDY_1047
chr	NC_007606.1	986636	987553	+	3796729	yedI	SDY_1048	YP_402704.1	305	-	hypothetical protein SDY_1048
chr	NC_007606.1	987632	987814	+	3796730	-	SDY_1049	YP_402705.1	60	-	hypothetical protein SDY_1049
chr	NC_007606.1	988003	989679	+	3796731	-	SDY_1050	YP_402706.1	558	-	hypothetical protein SDY_1050
chr	NC_007606.1	989676	990491	-	3796732	-	SDY_1051	YP_402707.1	271	-	mannosyl-3-phosphoglycerate phosphatase
chr	NC_007606.1	990789	991031	-	3796733	-	SDY_1052	YP_402708.1	80	-	hypothetical protein SDY_1052
chr	NC_007606.1	991165	991353	+	3796734	dsrB	SDY_1053	YP_402709.1	62	-	hypothetical protein SDY_1053
chr	NC_007606.1	991693	991965	+	18262993	-	SDY_1053a	YP_009000680.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	991992	992387	+	3796735	-	SDY_1054	YP_402710.1	131	-	insertion element IS1 protein InsB
chr	NC_007606.1	992462	992839	-	3796736	insB	SDY_1055	YP_402711.1	125	-	insertion element iso-IS1d protein InsB
chr	NC_007606.1	992884	993159	-	3796737	insA	SDY_1056	YP_402712.1	91	-	insertion element IS1 protein InsA
chr	NC_007606.1	993493	993888	-	3796738	-	SDY_1057	YP_402713.1	131	-	insertion element iso-IS1n protein InsB
chr	NC_007606.1	993915	994187	-	18262994	-	SDY_1057a	YP_009000681.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	996113	996769	+	3796741	-	SDY_1060	YP_402716.2	218	-	hypothetical protein SDY_1060
chr	NC_007606.1	997133	997405	+	18262995	-	SDY_1061a	YP_009000682.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	997432	997827	+	3796742	-	SDY_1061	YP_402717.1	131	-	insertion element IS1 protein InsB
chr	NC_007606.1	999324	1000109	-	3796744	-	SDY_1063	YP_402719.1	261	-	insertion sequence element IS600 integrase core domain-containing protein
chr	NC_007606.1	1000250	1000552	-	3796745	-	SDY_1064	YP_402720.1	100	-	insertion sequence element IS600 transposase
chr	NC_007606.1	1001080	1002129	-	3796746	-	SDY_1065	YP_402721.1	349	-	tail fiber protein
chr	NC_007606.1	1002153	1002641	-	3796747	-	SDY_1066	YP_402722.1	162	-	tail fiber assembly protein
chr	NC_007606.1	1002701	1002814	-	3799923	-	SDY_1067	YP_402723.1	37	-	phage tail fiber protein
chr	NC_007606.1	1002853	1003155	+	3799924	-	SDY_1068	YP_402724.1	100	-	insertion sequence element IS600 transposase
chr	NC_007606.1	1003296	1004009	+	3799925	-	SDY_1069	YP_402725.1	237	-	insertion sequence element IS600 integrase core domain-containing protein
chr	NC_007606.1	1004265	1004660	-	3799926	-	SDY_1070	YP_402726.1	131	-	insertion element IS1 protein InsB
chr	NC_007606.1	1004687	1004959	-	18262996	-	SDY_1069a	YP_009000683.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	1005276	1006112	+	3799928	-	SDY_1072	YP_402727.1	278	-	hypothetical protein SDY_1072
chr	NC_007606.1	1006574	1006978	+	3799930	-	SDY_1074	YP_402728.1	134	-	hypothetical protein SDY_1074
chr	NC_007606.1	1007089	1007865	+	3799931	-	SDY_1075	YP_402729.1	258	-	hypothetical protein SDY_1075
chr	NC_007606.1	1007889	1008107	+	3799932	-	SDY_1076	YP_402730.1	72	-	hypothetical protein SDY_1076
chr	NC_007606.1	1008318	1008851	+	3799933	-	SDY_1077	YP_402731.1	177	-	hypothetical protein SDY_1077
chr	NC_007606.1	1008822	1009727	-	3799934	-	SDY_1078	YP_402732.2	301	-	insertion element IS2 transposase InsD
chr	NC_007606.1	1009685	1010050	-	3799935	-	SDY_1079	YP_402733.1	121	-	insertion sequence element IS2 repressor TnpA
chr	NC_007606.1	1011244	1011639	-	3799937	-	SDY_1081	YP_402735.1	131	-	insertion element IS1 protein InsB
chr	NC_007606.1	1011666	1011938	-	18262997	-	SDY_1083a	YP_009000684.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	1012083	1012478	-	3799939	-	SDY_1083	YP_402737.1	131	-	insertion element iso-IS1n protein InsB
chr	NC_007606.1	1012505	1012777	-	18262998	-	SDY_1084a	YP_009000685.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	1012902	1013573	-	3797826	yedK	SDY_1084	YP_402738.1	223	-	hypothetical protein SDY_1084
chr	NC_007606.1	1013682	1013915	-	3797827	yedF	SDY_1085	YP_402739.1	77	-	hypothetical protein SDY_1085
chr	NC_007606.1	1013912	1015117	-	3797828	yedE	SDY_1086	YP_402740.1	401	-	inner membrane protein
chr	NC_007606.1	1015304	1015717	+	3797829	yedD	SDY_1087	YP_402741.1	137	-	hypothetical protein SDY_1087
chr	NC_007606.1	1015751	1017238	-	3797830	amyA	SDY_1088	YP_402742.1	495	-	alpha-amylase
chr	NC_007606.1	1017681	1018091	-	3797832	fliS	SDY_1090	YP_402743.1	136	-	flagellar protein FliS
chr	NC_007606.1	1018116	1019513	-	3797833	fliD	SDY_1091	YP_402744.1	465	-	flagellar capping protein
chr	NC_007606.1	1021134	1021511	-	3797835	insB	SDY_1093	YP_402745.1	125	-	insertion element iso-IS1d protein InsB
chr	NC_007606.1	1021556	1021831	-	3797836	insA	SDY_1094	YP_402746.1	91	-	insertion element IS1 protein InsA
chr	NC_007606.1	1022538	1023257	+	3797837	fliA	SDY_1095	YP_402747.1	239	-	flagellar biosynthesis sigma factor
chr	NC_007606.1	1023267	1023854	+	3797838	fliZ	SDY_1096	YP_402748.1	195	-	flagella biosynthesis protein FliZ
chr	NC_007606.1	1023942	1024742	+	3797839	fliY	SDY_1097	YP_402749.1	266	-	cystine transporter subunit
chr	NC_007606.1	1024847	1025833	+	3797840	yedO	SDY_1098	YP_402750.2	328	-	D-cysteine desulfhydrase
chr	NC_007606.1	1025848	1026516	+	3797841	yecS	SDY_1099	YP_402751.1	222	-	transport system permease
chr	NC_007606.1	1026513	1027265	+	3797842	yecC	SDY_1100	YP_402752.1	250	-	amino-acid ABC transporter ATP-binding protein YecC
chr	NC_007606.1	1028108	1028380	+	18262999	-	SDY_1101a	YP_009000686.1	90	-	insertion element iso-IS1N protein InsA
chr	NC_007606.1	1028407	1028802	+	3797844	-	SDY_1102	YP_402753.1	131	-	insertion element IS1 protein InsB
chr	NC_007606.1	1029059	1029283	-	3797845	yecF	SDY_1103	YP_402754.1	74	-	hypothetical protein SDY_1103
