#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_021741.1	857265	858617	+	29902125	-	M495_RS03950	WP_020825355.1	450	uracil permease
chr	NC_021741.1	858657	859430	-	29902040	-	M495_RS03955	WP_020825356.1	257	amidohydrolase
chr	NC_021741.1	859418	860578	-	29902909	-	M495_RS03960	WP_020825357.1	386	aminotransferase
chr	NC_021741.1	860741	861355	+	29905702	-	M495_RS03965	WP_020825358.1	204	methylthioribulose-1-phosphate dehydratase
chr	NC_021741.1	861352	862041	+	29906783	-	M495_RS03970	WP_020825359.1	229	acireductone synthase
chr	NC_021741.1	862038	862580	+	29903494	-	M495_RS03975	WP_020825360.1	180	acireductone dioxygenase
chr	NC_021741.1	862594	863622	-	29904764	-	M495_RS03980	WP_020825361.1	342	S-methyl-5-thioribose-1-phosphate isomerase
chr	NC_021741.1	863767	864966	+	29904219	-	M495_RS03985	WP_020825362.1	399	S-methyl-5-thioribose kinase
chr	NC_021741.1	865052	865204	-	29904197	-	M495_RS03990	WP_041414251.1	50	endonuclease
chr	NC_021741.1	865493	867949	-	29905201	fadE	M495_RS03995	WP_020825363.1	818	acyl-CoA dehydrogenase
chr	NC_021741.1	868195	868776	+	29902821	-	M495_RS04000	WP_004949058.1	193	MULTISPECIES: phosphoheptose isomerase
chr	NC_021741.1	868874	869680	+	29903487	-	M495_RS04005	WP_020825364.1	268	class II glutamine amidotransferase
chr	NC_021741.1	869612	870382	-	29906291	-	M495_RS04010	WP_020825365.1	256	transpeptidase
chr	NC_021741.1	870960	872309	+	29902441	-	M495_RS04015	WP_020825366.1	449	NADH:ubiquinone reductase (Na(+)-transporting) subunit A
chr	NC_021741.1	872313	873554	+	29903247	-	M495_RS04020	WP_020825367.1	413	NADH:ubiquinone reductase (Na(+)-transporting) subunit B
chr	NC_021741.1	873544	874338	+	29906746	-	M495_RS04025	WP_020825368.1	264	NADH:ubiquinone reductase (Na(+)-transporting) subunit C
chr	NC_021741.1	874331	874960	+	29906722	-	M495_RS04030	WP_020825369.1	209	MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit D
chr	NC_021741.1	874967	875563	+	29906835	-	M495_RS04035	WP_012005400.1	198	MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit E
chr	NC_021741.1	875579	876802	+	29904088	-	M495_RS04040	WP_020825370.1	407	NADH:ubiquinone reductase (Na(+)-transporting) subunit F
chr	NC_021741.1	876803	877834	+	29902134	-	M495_RS04045	WP_041414253.1	343	thiamine biosynthesis lipoprotein
chr	NC_021741.1	877842	878069	+	29905459	-	M495_RS04050	WP_020825372.1	75	hypothetical protein
chr	NC_021741.1	878132	879016	-	29905433	-	M495_RS04055	WP_020825373.1	294	glycerophosphoryl diester phosphodiesterase
chr	NC_021741.1	879222	880283	+	29905690	-	M495_RS04060	WP_020825374.1	353	DNA polymerase IV
chr	NC_021741.1	880362	881822	-	29903370	-	M495_RS04065	WP_020825375.1	486	aminoacyl-histidine dipeptidase
chr	NC_021741.1	882147	882605	+	29902049	-	M495_RS04070	WP_020825376.1	152	xanthine phosphoribosyltransferase
chr	NC_021741.1	884060	884461	+	29902541	-	M495_RS04080	WP_041414255.1	133	sigma factor-binding protein Crl
chr	NC_021741.1	884703	885806	+	29904944	-	M495_RS04085	WP_020825379.1	367	glutamate 5-kinase
chr	NC_021741.1	885816	887069	+	29902964	-	M495_RS04090	WP_020825380.1	417	gamma-glutamyl-phosphate reductase
chr	NC_021741.1	887291	888292	-	29905441	-	M495_RS04095	WP_020825381.1	333	membrane protein
chr	NC_021741.1	888433	888645	-	30329069	-	M495_RS24820	WP_071846584.1	70	hypothetical protein
chr	NC_021741.1	888844	889104	-	29902948	-	M495_RS04100	WP_041414257.1	86	transcriptional regulator
chr	NC_021741.1	889094	889633	-	29905426	-	M495_RS04105	WP_020825383.1	179	hypothetical protein
chr	NC_021741.1	889766	891364	-	29903852	-	M495_RS04110	WP_020825384.1	532	ABC transporter substrate-binding protein
chr	NC_021741.1	891668	891922	+	29903576	-	M495_RS04115	WP_020825385.1	84	hypothetical protein
chr	NC_021741.1	892382	893728	+	29906597	-	M495_RS04120	WP_020825386.1	448	condensation protein
chr	NC_021741.1	897000	898601	-	29904569	-	M495_RS04130	WP_020825387.1	533	glutamate racemase
chr	NC_021741.1	899108	901231	+	29906514	-	M495_RS04135	WP_020825388.1	707	TonB-dependent receptor
chr	NC_021741.1	901385	904321	+	29905238	-	M495_RS04140	WP_020825389.1	978	condensation protein
chr	NC_021741.1	904368	905600	+	29906021	-	M495_RS04145	WP_041414258.1	410	hypothetical protein
chr	NC_021741.1	905907	906548	+	29902271	-	M495_RS04150	WP_020825391.1	213	thiol:disulfide interchange protein DsbA
chr	NC_021741.1	906749	907663	+	29903843	-	M495_RS04155	WP_020825392.1	304	transcriptional regulator FeaR
chr	NC_021741.1	907864	909363	-	29906135	-	M495_RS04160	WP_020825393.1	499	aldehyde dehydrogenase
chr	NC_021741.1	909517	910155	-	29903157	-	M495_RS04165	WP_020825394.1	212	leucine efflux protein
chr	NC_021741.1	910334	911194	-	29906470	-	M495_RS04170	WP_020825395.1	286	tellurite resistance methyltransferase TehB
chr	NC_021741.1	911478	912596	+	29902859	-	M495_RS04175	WP_020825396.1	372	hypothetical protein
chr	NC_021741.1	912696	914372	-	29902303	-	M495_RS04180	WP_020825397.1	558	thiamine pyrophosphate-binding protein
chr	NC_021741.1	915189	915779	+	29903112	-	M495_RS04185	WP_020825398.1	196	phospholipid:lipid A palmitoyltransferase
chr	NC_021741.1	916030	916515	+	29903665	-	M495_RS04190	WP_020825399.1	161	hypothetical protein
chr	NC_021741.1	916628	916891	+	29905060	-	M495_RS04195	WP_020825400.1	87	membrane protein
chr	NC_021741.1	916901	917518	-	29903942	-	M495_RS04200	WP_020825401.1	205	hypothetical protein
chr	NC_021741.1	917625	918314	-	29904963	-	M495_RS04205	WP_020825402.1	229	hypothetical protein
chr	NC_021741.1	918448	919230	+	29905208	-	M495_RS04210	WP_020825403.1	260	DeoR family transcriptional regulator
chr	NC_021741.1	919232	919615	+	29905346	-	M495_RS04215	WP_020825404.1	127	glyoxalase/bleomycin resistance/extradiol dioxygenase family protein
chr	NC_021741.1	919616	920524	-	29905611	-	M495_RS04220	WP_020825405.1	302	LysR family transcriptional regulator
chr	NC_021741.1	920654	921535	+	29902402	-	M495_RS04225	WP_020825406.1	293	quercetin 2,3-dioxygenase
chr	NC_021741.1	921673	922299	+	29903322	-	M495_RS04230	WP_020825407.1	208	hydrolase
chr	NC_021741.1	922471	922803	+	29902309	-	M495_RS04235	WP_020825408.1	110	hypothetical protein
chr	NC_021741.1	922865	923317	+	29902654	-	M495_RS04240	WP_020825409.1	150	thiol-disulfide oxidoreductase
chr	NC_021741.1	923404	923667	+	29902413	-	M495_RS04245	WP_020825410.1	87	hypothetical protein
chr	NC_021741.1	923655	924206	-	29906834	-	M495_RS04250	WP_020825411.1	183	N-acetyltransferase
chr	NC_021741.1	924306	925058	-	29906288	-	M495_RS04255	WP_020825412.1	250	hypothetical protein
chr	NC_021741.1	925185	925970	-	29904177	-	M495_RS04260	WP_020825413.1	261	transcriptional regulator
chr	NC_021741.1	926089	926859	+	29906478	-	M495_RS04265	WP_020825414.1	256	S-adenosyl-L-methionine (SAM)-dependent methyltransferase PhcB
chr	NC_021741.1	926974	927669	-	29906428	-	M495_RS04270	WP_041414261.1	231	aquaporin
chr	NC_021741.1	928117	929481	+	29902208	-	M495_RS04275	WP_020825416.1	454	hypothetical protein
chr	NC_021741.1	929538	930713	-	29902874	-	M495_RS04280	WP_020825417.1	391	membrane protein
chr	NC_021741.1	931021	931305	+	29905134	-	M495_RS04285	WP_020825418.1	94	hypothetical protein
chr	NC_021741.1	931545	932102	+	29905407	-	M495_RS04290	WP_020825419.1	185	methyltransferase
chr	NC_021741.1	932099	932563	-	29905393	-	M495_RS04295	WP_020825420.1	154	N-acetyltransferase
chr	NC_021741.1	932780	933895	+	29906736	-	M495_RS04300	WP_020825421.1	371	hypothetical protein
chr	NC_021741.1	933888	936017	+	29903244	-	M495_RS04305	WP_020825422.1	709	TonB-dependent siderophore receptor
chr	NC_021741.1	936108	936626	+	29905893	-	M495_RS04310	WP_020825423.1	172	N-acetyltransferase
chr	NC_021741.1	936742	937266	+	29906182	-	M495_RS04315	WP_020825424.1	174	shikimate kinase II
chr	NC_021741.1	937440	938486	+	29902997	-	M495_RS04320	WP_020825425.1	348	oxidoreductase
chr	NC_021741.1	938569	939156	+	29902117	-	M495_RS04325	WP_020825426.1	195	TetR family transcriptional regulator
chr	NC_021741.1	939113	939874	-	29903750	-	M495_RS04330	WP_041414264.1	253	AraC family transcriptional regulator
chr	NC_021741.1	939973	940377	+	29903182	-	M495_RS04335	WP_020825428.1	134	hypothetical protein
chr	NC_021741.1	940424	940624	+	29906742	-	M495_RS04340	WP_020825429.1	66	hypothetical protein
chr	NC_021741.1	941224	941997	+	29905479	-	M495_RS04345	WP_020825430.1	257	IclR family transcriptional regulator
chr	NC_021741.1	942197	943762	+	29905875	-	M495_RS04350	WP_020825431.1	521	membrane protein
chr	NC_021741.1	943794	944723	+	29902074	-	M495_RS04355	WP_020825432.1	309	hypothetical protein
chr	NC_021741.1	944662	945405	+	29904044	-	M495_RS04360	WP_071846554.1	247	hypothetical protein
chr	NC_021741.1	945617	945907	+	29906817	-	M495_RS04365	WP_020825434.1	96	hypothetical protein
chr	NC_021741.1	946099	947010	-	29902358	-	M495_RS04370	WP_020825435.1	303	recombination-associated protein RdgC
chr	NC_021741.1	947099	949711	-	29905188	-	M495_RS04375	WP_020825436.1	870	hybrid sensor histidine kinase/response regulator
chr	NC_021741.1	949853	951373	+	29904442	-	M495_RS04380	WP_020825437.1	506	D-ribose transporter ATP-binding protein
chr	NC_021741.1	951406	952395	+	29905172	-	M495_RS04385	WP_020825438.1	329	ribose ABC transporter permease
chr	NC_021741.1	952544	953485	+	29906368	-	M495_RS04390	WP_020825439.1	313	ribose ABC transporter substrate-binding protein RbsB
chr	NC_021741.1	953547	954233	+	29904428	-	M495_RS04395	WP_020825440.1	228	hypothetical protein
chr	NC_021741.1	954245	955105	+	29906729	-	M495_RS04400	WP_020825441.1	286	hypothetical protein
chr	NC_021741.1	955105	956118	+	29906774	-	M495_RS04405	WP_020825442.1	337	sugar kinase
chr	NC_021741.1	956093	956833	-	29906191	-	M495_RS04410	WP_020825443.1	246	DNA-binding response regulator
chr	NC_021741.1	957045	957953	+	29904397	-	M495_RS04415	WP_020825444.1	302	fructokinase
chr	NC_021741.1	958211	959053	-	29906460	-	M495_RS04420	WP_041415225.1	280	transcription antiterminator BglG
chr	NC_021741.1	959249	962500	-	29903049	-	M495_RS04425	WP_020825447.1	1083	exonuclease subunit SbcC
chr	NC_021741.1	962497	963729	-	29905760	-	M495_RS04430	WP_020825448.1	410	exonuclease sbcCD subunit D
chr	NC_021741.1	963954	964643	+	29902621	-	M495_RS04435	WP_020825449.1	229	MULTISPECIES: DNA-binding response regulator
chr	NC_021741.1	964668	965984	+	29904866	phoR	M495_RS04440	WP_020825450.1	438	PAS domain-containing sensor histidine kinase
chr	NC_021741.1	965999	966937	+	29903549	-	M495_RS04445	WP_020825451.1	312	phosphate ABC transporter substrate-binding protein
chr	NC_021741.1	967149	968255	+	29901981	-	M495_RS04450	WP_020825452.1	368	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
chr	NC_021741.1	968702	970021	+	29902411	-	M495_RS04455	WP_020825453.1	439	branched-chain amino acid transport system II carrier protein
chr	NC_021741.1	970093	971499	+	29905892	-	M495_RS04460	WP_020825454.1	468	proline-specific permease ProY
chr	NC_021741.1	971533	971796	-	29903405	-	M495_RS04465	WP_020825455.1	87	hypothetical protein
chr	NC_021741.1	971929	973194	-	29903509	-	M495_RS04470	WP_020825456.1	421	miniconductance mechanosensitive channel
chr	NC_021741.1	973444	975267	+	29902293	-	M495_RS04475	WP_020825457.1	607	alpha-glycosidase
chr	NC_021741.1	976051	977814	-	29905355	-	M495_RS04480	WP_020825458.1	587	gamma-glutamyltransferase
chr	NC_021741.1	978045	978647	-	29904780	-	M495_RS04485	WP_020825459.1	200	MULTISPECIES: peroxiredoxin
chr	NC_021741.1	978877	979458	-	29905755	-	M495_RS04490	WP_020825460.1	193	ACP phosphodiesterase
chr	NC_021741.1	979703	980773	+	29906206	-	M495_RS04495	WP_020825461.1	356	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
chr	NC_021741.1	980846	981970	+	29905451	-	M495_RS04500	WP_020825462.1	374	tRNA-guanine(34) transglycosylase
chr	NC_021741.1	982004	982336	+	29904429	-	M495_RS04505	WP_004949246.1	110	MULTISPECIES: preprotein translocase subunit YajC
chr	NC_021741.1	982362	984209	+	29904565	-	M495_RS04510	WP_071844576.1	615	protein-export membrane protein SecD
chr	NC_021741.1	984220	985188	+	29902254	-	M495_RS04515	WP_020825464.1	322	preprotein translocase subunit SecF
chr	NC_021741.1	985259	985858	-	29902705	-	M495_RS04520	WP_020825465.1	199	DNA-binding response regulator
chr	NC_021741.1	985836	987593	-	29906169	-	M495_RS04525	WP_041414268.1	585	sensor histidine kinase
chr	NC_021741.1	987747	988481	+	29902838	-	M495_RS04530	WP_020825467.1	244	tetrathionate reductase subunit B
chr	NC_021741.1	988478	989536	+	29906284	-	M495_RS04535	WP_020825468.1	352	tetrathionate reductase subunit C
chr	NC_021741.1	989529	992612	+	29903649	-	M495_RS04540	WP_020825469.1	1027	tetrathionate reductase subunit A
chr	NC_021741.1	992660	993214	-	29904992	-	M495_RS04545	WP_020825470.1	184	hypothetical protein
chr	NC_021741.1	993401	993850	+	29903639	-	M495_RS04550	WP_004949256.1	149	MULTISPECIES: NrdR family transcriptional regulator
chr	NC_021741.1	993861	994970	+	29906744	-	M495_RS04555	WP_020825471.1	369	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase
chr	NC_021741.1	995090	995560	+	29905463	-	M495_RS04560	WP_012005513.1	156	MULTISPECIES: 6,7-dimethyl-8-ribityllumazine synthase
chr	NC_021741.1	995581	995997	+	29903060	nusB	M495_RS04565	WP_020825472.1	138	N utilization substance protein B
chr	NC_021741.1	996050	997033	+	29904907	-	M495_RS04570	WP_020825473.1	327	thiamine-monophosphate kinase
chr	NC_021741.1	997035	997529	+	29904920	-	M495_RS04575	WP_041414271.1	164	phosphatidylglycerophosphatase A
chr	NC_021741.1	997576	998550	-	29903743	-	M495_RS04580	WP_020825475.1	324	oxidoreductase
chr	NC_021741.1	998659	1000524	-	29905697	-	M495_RS04585	WP_020825476.1	621	1-deoxy-D-xylulose-5-phosphate synthase
chr	NC_021741.1	1000559	1001479	-	29902407	-	M495_RS04590	WP_020825477.1	306	(2E,6E)-farnesyl diphosphate synthase
chr	NC_021741.1	1001485	1001748	-	29905096	-	M495_RS04595	WP_020825478.1	87	exodeoxyribonuclease VII small subunit
chr	NC_021741.1	1001981	1003429	+	29905386	-	M495_RS04600	WP_020825479.1	482	tRNA 4-thiouridine(8) synthase ThiI
chr	NC_021741.1	1003463	1004053	-	29906521	-	M495_RS04605	WP_020825480.1	196	oxidative-stress-resistance chaperone
chr	NC_021741.1	1004016	1004927	-	29906753	-	M495_RS04610	WP_020825481.1	303	2-dehydropantoate 2-reductase
chr	NC_021741.1	1005095	1005586	+	29904048	-	M495_RS04615	WP_020825482.1	163	YajQ family cyclic di-GMP-binding protein
chr	NC_021741.1	1005788	1007152	-	29903709	-	M495_RS04620	WP_020825483.1	454	MFS transporter
chr	NC_021741.1	1007500	1008390	-	29906331	-	M495_RS04625	WP_020825484.1	296	protoheme IX farnesyltransferase
chr	NC_021741.1	1008408	1008746	-	29902631	-	M495_RS04630	WP_020825485.1	112	cytochrome o ubiquinol oxidase subunit IV
chr	NC_021741.1	1008743	1009360	-	29903513	-	M495_RS04635	WP_041414272.1	205	cytochrome o ubiquinol oxidase subunit III
chr	NC_021741.1	1009350	1011341	-	29902062	-	M495_RS04640	WP_020825487.1	663	cytochrome ubiquinol oxidase subunit I
chr	NC_021741.1	1011346	1012293	-	29902268	-	M495_RS04645	WP_041414273.1	315	cytochrome ubiquinol oxidase subunit II
chr	NC_021741.1	1012733	1014211	-	29905668	-	M495_RS04650	WP_020825489.1	492	AmpG family muropeptide MFS transporter
chr	NC_021741.1	1014265	1014843	-	29906308	-	M495_RS04655	WP_006319785.1	192	MULTISPECIES: hypothetical protein
chr	NC_021741.1	1015209	1015523	+	29903414	-	M495_RS04660	WP_004940361.1	104	MULTISPECIES: BolA family transcriptional regulator
chr	NC_021741.1	1015890	1017194	+	29903417	-	M495_RS04665	WP_020825490.1	434	trigger factor
chr	NC_021741.1	1017818	1018441	+	29906494	-	M495_RS04670	WP_020825491.1	207	MULTISPECIES: ATP-dependent Clp protease proteolytic subunit
chr	NC_021741.1	1018605	1019876	+	29902999	-	M495_RS04675	WP_020825492.1	423	ATP-dependent Clp protease ATP-binding subunit ClpX
chr	NC_021741.1	1020071	1022425	+	29906376	-	M495_RS04680	WP_020825493.1	784	endopeptidase La
chr	NC_021741.1	1022642	1022914	+	29903422	-	M495_RS04685	WP_006319790.1	90	MULTISPECIES: transcriptional regulator
chr	NC_021741.1	1023097	1024980	+	29902058	-	M495_RS04690	WP_020825494.1	627	peptidylprolyl isomerase
chr	NC_021741.1	1025120	1025509	+	29903688	-	M495_RS04695	WP_020825495.1	129	competence protein ComEA
chr	NC_021741.1	1025665	1026078	+	29905497	-	M495_RS04700	WP_020825496.1	137	thioesterase
chr	NC_021741.1	1026114	1026812	-	29902722	-	M495_RS04705	WP_020825497.1	232	7-cyano-7-deazaguanine synthase
chr	NC_021741.1	1026910	1028658	-	29906053	-	M495_RS04710	WP_041415228.1	582	peptide ABC transporter substrate-binding protein
chr	NC_021741.1	1028762	1029586	+	29903206	-	M495_RS04715	WP_020825499.1	274	thiamin pyrimidine pyrophosphate hydrolase
chr	NC_021741.1	1029648	1030688	-	29902297	-	M495_RS04720	WP_020825500.1	346	cysteine synthase
chr	NC_021741.1	1030811	1031272	+	29904682	-	M495_RS04725	WP_020825501.1	153	transcriptional regulator
chr	NC_021741.1	1031370	1033145	+	29905074	-	M495_RS04730	WP_020825502.1	591	multidrug ABC transporter permease/ATP-binding protein
chr	NC_021741.1	1033138	1034916	+	29904521	-	M495_RS04735	WP_020825503.1	592	multidrug ABC transporter permease/ATP-binding protein
chr	NC_021741.1	1035209	1035547	+	29903697	-	M495_RS04740	WP_012005549.1	112	MULTISPECIES: nitrogen regulatory protein P-II 2
chr	NC_021741.1	1035584	1036870	+	29904069	-	M495_RS04745	WP_020825504.1	428	ammonium transporter
chr	NC_021741.1	1037102	1037788	+	29904164	-	M495_RS04750	WP_020825505.1	228	MOSC domain-containing protein
chr	NC_021741.1	1037790	1038638	+	29904113	-	M495_RS04755	WP_020825506.1	282	phosphatidylserine decarboxylase
chr	NC_021741.1	1038715	1039296	+	29904818	-	M495_RS04760	WP_041415230.1	193	peroxiredoxin
chr	NC_021741.1	1039376	1040239	-	29904266	-	M495_RS04765	WP_020825508.1	287	acyl-CoA thioesterase II
chr	NC_021741.1	1040470	1040961	+	29905495	-	M495_RS04770	WP_020825509.1	163	hypothetical protein
chr	NC_021741.1	1041027	1041341	-	29902210	-	M495_RS04775	WP_020825510.1	104	methylated-DNA--protein-cysteine methyltransferase
chr	NC_021741.1	1041711	1043054	-	29904752	-	M495_RS04780	WP_020825511.1	447	NCS2 family permease
chr	NC_021741.1	1045145	1046077	+	29905753	-	M495_RS04790	WP_020825513.1	310	LysR family transcriptional regulator
chr	NC_021741.1	1046154	1046357	-	29906502	-	M495_RS04795	WP_020825514.1	67	transcriptional regulator
chr	NC_021741.1	1046413	1046781	-	29902921	-	M495_RS04800	WP_020825515.1	122	hypothetical protein
chr	NC_021741.1	1046944	1047270	-	29904939	-	M495_RS04805	WP_041415232.1	108	hypothetical protein
chr	NC_021741.1	1047743	1048465	+	29906546	-	M495_RS04810	WP_020825518.1	240	ABC transporter ATP-binding protein
chr	NC_021741.1	1048452	1049309	+	29903681	-	M495_RS04815	WP_041414279.1	285	iron ABC transporter
chr	NC_021741.1	1049335	1050213	+	29903421	-	M495_RS04820	WP_020825520.1	292	metal ABC transporter substrate-binding protein
chr	NC_021741.1	1050326	1050466	-	29902378	-	M495_RS04825	WP_012005563.1	46	MULTISPECIES: 50S ribosomal protein L36
chr	NC_021741.1	1050479	1050733	-	29902974	-	M495_RS04830	WP_020825521.1	84	50S ribosomal protein L31
chr	NC_021741.1	1050912	1054058	-	29904584	-	M495_RS04835	WP_020825523.1	1048	multidrug efflux RND transporter permease subunit
chr	NC_021741.1	1054076	1055263	-	29906209	-	M495_RS04840	WP_020825524.1	395	MexE family multidrug efflux RND transporter periplasmic adaptor subunit
chr	NC_021741.1	1055406	1056095	+	29906147	-	M495_RS04845	WP_020825525.1	229	DNA-binding transcriptional repressor AcrR
chr	NC_021741.1	1056106	1056459	+	29905189	-	M495_RS04850	WP_020825526.1	117	hypothetical protein
chr	NC_021741.1	1056560	1059955	+	29906332	-	M495_RS04855	WP_020825527.1	1131	hypothetical protein
chr	NC_021741.1	1059993	1060172	-	29904645	-	M495_RS04860	WP_020825528.1	59	MULTISPECIES: DUF2496 domain-containing protein
chr	NC_021741.1	1060274	1060810	-	29905641	-	M495_RS04865	WP_020825529.1	178	prephenate dehydrogenase
chr	NC_021741.1	1060960	1061340	+	29903516	-	M495_RS04870	WP_020825530.1	126	hypothetical protein
chr	NC_021741.1	1061533	1062084	+	29903048	-	M495_RS04875	WP_020825531.1	183	adenine phosphoribosyltransferase
chr	NC_021741.1	1062168	1064120	+	29903051	-	M495_RS04880	WP_020825532.1	650	DNA polymerase III subunit gamma/tau
chr	NC_021741.1	1064162	1064491	+	29905156	-	M495_RS04885	WP_020825533.1	109	nucleoid-associated protein, YbaB/EbfC family
chr	NC_021741.1	1064491	1065096	+	29905082	-	M495_RS04890	WP_020825534.1	201	recombination protein RecR
chr	NC_021741.1	1065240	1067105	+	29905396	-	M495_RS04895	WP_020825535.1	621	molecular chaperone HtpG
chr	NC_021741.1	1067309	1067953	+	29905708	-	M495_RS04900	WP_020825536.1	214	adenylate kinase
chr	NC_021741.1	1068120	1069253	+	29905460	-	M495_RS04905	WP_020825537.1	377	XRE family transcriptional regulator
chr	NC_021741.1	1069372	1070637	+	29903587	-	M495_RS04910	WP_020825538.1	421	gluconate:proton symporter
chr	NC_021741.1	1070647	1071795	+	29906454	-	M495_RS04915	WP_020825539.1	382	glycerate kinase
chr	NC_021741.1	1071942	1072904	+	29904779	-	M495_RS04920	WP_020825540.1	320	ferrochelatase
chr	NC_021741.1	1072996	1074300	+	29902600	-	M495_RS04925	WP_020825541.1	434	inosine/guanosine kinase
chr	NC_021741.1	1074349	1076040	-	29904568	-	M495_RS04930	WP_041414282.1	563	Kef family K(+) transporter
chr	NC_021741.1	1076288	1077505	-	29902584	-	M495_RS04935	WP_020825543.1	405	MFS transporter
chr	NC_021741.1	1077686	1079338	+	29904616	ushA	M495_RS04940	WP_020825544.1	550	bifunctional UDP-sugar hydrolase/5\'-nucleotidase
chr	NC_021741.1	1079575	1080315	+	29902014	-	M495_RS04945	WP_020825545.1	246	hypothetical protein
chr	NC_021741.1	1080363	1080842	-	29902883	-	M495_RS04950	WP_020825546.1	159	aminoacyl-tRNA deacylase
chr	NC_021741.1	1081068	1081871	-	29904688	-	M495_RS04955	WP_020825547.1	267	hypothetical protein
chr	NC_021741.1	1082021	1084741	-	29904839	copA	M495_RS04960	WP_020825548.1	906	Cu+ exporting ATPase
chr	NC_021741.1	1084849	1085250	+	29903065	-	M495_RS04965	WP_020825549.1	133	Cu(I)-responsive transcriptional regulator
chr	NC_021741.1	1085247	1085708	-	29904034	-	M495_RS04970	WP_020825550.1	153	membrane protein
chr	NC_021741.1	1085711	1086616	-	29902145	-	M495_RS04975	WP_020825551.1	301	paraslipin
chr	NC_021741.1	1086859	1088010	+	29906339	-	M495_RS04980	WP_020825552.1	383	cyclopropane-fatty-acyl-phospholipid synthase
chr	NC_021741.1	1088282	1089136	-	29905486	-	M495_RS04985	WP_041414284.1	284	co-chaperone YbbN
chr	NC_021741.1	1089215	1089991	-	29903217	-	M495_RS04990	WP_020825554.1	258	short-chain dehydrogenase/reductase
chr	NC_021741.1	1090017	1090688	-	29903309	-	M495_RS04995	WP_041414286.1	223	arylesterase
chr	NC_021741.1	1090626	1091312	+	29906611	-	M495_RS05000	WP_020825556.1	228	ABC transporter ATP-binding protein
chr	NC_021741.1	1091309	1093741	+	29905144	-	M495_RS05005	WP_020825557.1	810	sugar ABC transporter permease
chr	NC_021741.1	1094148	1095554	+	29905219	-	M495_RS05015	WP_020825558.1	468	MFS transporter
chr	NC_021741.1	1095628	1096644	+	29903189	-	M495_RS05020	WP_020825559.1	338	UDP-glucose 4-epimerase GalE
chr	NC_021741.1	1096710	1097777	-	29905058	-	M495_RS05025	WP_020825560.1	355	5-(carboxyamino)imidazole ribonucleotide synthase
chr	NC_021741.1	1097774	1098298	-	29902416	-	M495_RS05030	WP_020825561.1	174	5-(carboxyamino)imidazole ribonucleotide mutase
chr	NC_021741.1	1098465	1099187	-	29906512	-	M495_RS05035	WP_020825562.1	240	UDP-2,3-diacylglucosamine diphosphatase
chr	NC_021741.1	1099198	1099692	-	29902422	-	M495_RS05040	WP_020825563.1	164	peptidyl-prolyl cis-trans isomerase
chr	NC_021741.1	1100002	1101387	+	29906282	-	M495_RS05045	WP_020825564.1	461	cysteine--tRNA ligase
chr	NC_021741.1	1101455	1101667	-	29903546	-	M495_RS05050	WP_012005606.1	70	MULTISPECIES: RNA-binding protein
chr	NC_021741.1	1101678	1102544	-	29904115	-	M495_RS05055	WP_020825565.1	288	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/5,10-methylene-tetrahydrofolate cyclohydrolase
chr	NC_021741.1	1102753	1102962	+	30329072	-	M495_RS24835	WP_071844575.1	69	hypothetical protein
chr	NC_021741.1	1102959	1103255	+	29906192	-	M495_RS05060	WP_020825567.1	98	hypothetical protein
chr	NC_021741.1	1103499	1104659	-	29904199	-	M495_RS05070	WP_020825568.1	386	integrase
chr	NC_021741.1	1105092	1105283	-	29904897	-	M495_RS05075	WP_020825570.1	63	hypothetical protein
chr	NC_021741.1	1105284	1105802	+	29902463	-	M495_RS05080	WP_020825571.1	172	antitermination protein
chr	NC_021741.1	1105994	1106266	+	29902174	-	M495_RS05085	WP_020825572.1	90	prevent-host-death family protein
chr	NC_021741.1	1106266	1106673	+	29902770	-	M495_RS05090	WP_020825573.1	135	death-on-curing family protein
chr	NC_021741.1	1106954	1108156	+	29906647	-	M495_RS05095	WP_041414291.1	400	hypothetical protein
chr	NC_021741.1	1108171	1109310	+	29902981	-	M495_RS05100	WP_020825575.1	379	hypothetical protein
chr	NC_021741.1	1110027	1110368	-	29904891	-	M495_RS05105	WP_071846555.1	113	hypothetical protein
chr	NC_021741.1	1112656	1113075	-	29905109	-	M495_RS05110	WP_020825577.1	139	hypothetical protein
chr	NC_021741.1	1113277	1114140	-	29905253	-	M495_RS05115	WP_020825578.1	287	SDR family oxidoreductase
chr	NC_021741.1	1114182	1115171	-	29903023	-	M495_RS05120	WP_020825579.1	329	hypothetical protein
chr	NC_021741.1	1115264	1116199	-	29903024	-	M495_RS05125	WP_020825580.1	311	hypothetical protein
chr	NC_021741.1	1116296	1117183	+	29902350	-	M495_RS05130	WP_020825581.1	295	hypothetical protein
chr	NC_021741.1	1117389	1117715	+	29902247	-	M495_RS05135	WP_041414293.1	108	gamma-glutamylcyclotransferase
